timestamp,session_id,filename,file_type,model_prediction,true_label,is_correct,error_type
2025-07-02T12:38:27.002801,9b4dbbbb-a970-469e-bda5-2117d43c2344,WhatsApp Image 2025-07-02 at 06.31.03 (1).jpeg,image,🧠 Likely Human,human_created,True,
2025-07-02T12:38:50.288520,0ca1327f-6dc0-4a05-94a1-97679e5a42bb,WhatsApp Image 2025-07-02 at 06.31.03.jpeg,image,🤔 Unsure – Needs a Closer Look,ai_generated,False,ai_generated_predicted_as_unsure
2025-07-02T13:03:04.791297,f942bc42-c7e8-4c5a-9921-0f61519a2050,WhatsApp Image 2025-07-02 at 06.31.03.jpeg,image,🤔 Unsure – Needs a Closer Look,ai_generated,False,ai_generated_predicted_as_unsure
2025-07-02T13:20:52.903785,6f62419a-3dbe-4bff-b43f-fa6143fe523e,WhatsApp Image 2025-07-02 at 06.31.03.jpeg,image,🤔 Unsure – Needs a Closer Look,ai_generated,False,ai_generated_predicted_as_unsure
2025-07-02T13:26:31.019939,f9e8d205-f0a0-4f2c-a338-419196739197,WhatsApp Image 2025-07-02 at 06.31.03.jpeg,image,🤖 Likely AI-Generated,ai_generated,True,
2025-07-02T13:47:16.840152,b0355f72-c8fe-4b64-b250-14835609dbfe,"ChatGPT Image Jun 28, 2025, 06_59_24 PM.png",image,🤔 Unsure – Needs a Closer Look,ai_generated,False,ai_generated_predicted_as_unsure
2025-07-02T13:48:17.201900,fdc760b5-fdc8-4105-a82f-5ba4a315fcf0,2025-06-17 20.48.08.jpg,image,🤔 Unsure – Needs a Closer Look,ai_generated,False,ai_generated_predicted_as_unsure
2025-07-02T13:57:21.382894,1d7fbd70-e345-4486-a3ab-d14d38e36859,"ChatGPT Image Jun 28, 2025, 06_59_24 PM.png",image,🤔 Unsure – Needs a Closer Look,ai_generated,False,ai_generated_predicted_as_unsure
2025-07-02T14:00:23.857296,ade50aa5-0d60-4126-9e38-73fca39ae072,"ChatGPT Image Jun 28, 2025, 06_59_24 PM.png",image,⚠️ Possibly AI-Generated,ai_generated,True,
2025-07-02T14:01:24.798020,f1cbd148-d9aa-4589-b6df-0f7c705bd6bf,afrojoeymay-122.jpg,image,🧠 Likely Human,human_created,True,
2025-07-02T14:01:52.874355,47a95a38-af89-4ae1-9827-c5717cdf073d,629e0c60-4197-4fb6-a35e-0297b1026647.png,image,🧠 Likely Human,ai_generated,False,ai_generated_predicted_as_human_created
2025-07-02T14:02:13.725600,8d27a6e8-f6e4-4cbb-9c2b-1936c21dcfad,bf92b566-3238-4d2f-8e05-97c7877bbfa7.png,image,⚠️ Possibly AI-Generated,ai_generated,True,
2025-07-02T14:21:33.831529,32e1df8e-0591-45a6-96c0-18518b6ca60b,"ChatGPT Image Jul 2, 2025, 03_35_34 AM.png",image,🤖 Likely AI-Generated,ai_generated,True,
2025-07-02T14:21:56.968963,156fd3ba-d525-4a71-913e-a5bc3e22e0c8,404fc3c1-a91c-4156-b8dc-163cd2f02c18.png,image,🤖 Likely AI-Generated,ai_generated,True,
2025-07-02T14:26:04.992241,f5f3cbf3-075e-469c-8e6c-1d74445a59c1,68587a80-c024-4cfd-b572-7f9dfadf66df.png,image,🤖 Likely AI-Generated,ai_generated,True,
2025-07-02T14:39:09.283457,48fa46df-6961-487e-bbc2-29ae7d1b9618,"ChatGPT Image Jul 2, 2025, 03_35_34 AM.png",image,🤖 Likely AI-Generated,ai_generated,True,
2025-07-02T22:31:01.253703,67f27481-797a-4985-a276-314ee8ec8309,WhatsApp Image 2025-07-02 at 06.31.03.jpeg,image,🤖 Likely AI-Generated,ai_generated,True,
2025-07-02T22:31:53.461302,31fbcab2-7002-4c89-b015-46d26398c706,IMG_2839.png,image,🧠 Likely Human,ai_generated,False,ai_generated_predicted_as_human_created
2025-07-02T22:46:11.941492,18a823a0-625d-4488-96fc-cafa3fa3bee2,IMG_2941.png,image,✅ Almost Certainly Human,ai_generated,False,ai_generated_predicted_as_human_created
2025-07-02T22:46:46.528037,34b235bd-f748-4a66-bb54-f30ac7eef4d7,IMG_8154.jpeg,image,🧠 Likely Human,human_created,True,
2025-07-03T01:00:23.060037,ff7109e9-f0ed-4e70-9e95-c86e45de05b9,WhatsApp Image 2025-07-02 at 06.31.03.jpeg,image,🤖 Likely AI-Generated,ai_generated,True,
2025-07-03T01:24:24.706118,575c7f93-9591-4552-b77a-0b7a34fb283e,direct_text_input,text,✅ Almost Certainly Human,ai_generated,False,ai_generated_predicted_as_human_created
2025-07-03T02:32:35.981680,c4d27243-0554-4d11-90d8-d68540aad26b,WhatsApp Image 2025-07-02 at 06.31.03.jpeg,image,🤖 Likely AI-Generated,ai_generated,True,
2025-07-03T02:32:52.487157,f77fc1e6-3612-4661-a727-ae389f878f6f,direct_text_input,text,✅ Almost Certainly Human,ai_generated,False,ai_generated_predicted_as_human_created
2025-07-03T06:45:20.942449,ef19a0ff-12b8-4b00-a284-80e8fccf9378,fawnheadshots-4.jpg,image,🤖 Likely AI-Generated,human_created,False,human_created_predicted_as_ai_generated
2025-07-04T03:49:45.394300,199b8775-d1cb-4d5a-9473-1d740dacc165,IMG_0745.png,image,🤖 Likely AI-Generated,human_created,False,human_created_predicted_as_ai_generated
